기업,날짜,회계연도,분기,"주당순이익
EPS(달러)","주당순자산
BPS(달러)","주당매출액
SPS(달러)","주당현금흐름
CPS(달러)","주당배당금
DPS(달러)","주가수익배수
PER(배)","주가순자산배수
PBR(배)","주가매출액배수
PSR(배)","주가현금흐름
배수 PCR(배)","자기자본이익률
ROE(%)","총자산이익률
ROA(%)","투하자본이익률
ROIC(%)",부채비율(%),유동비율(%),"이자보상
배수(배)"
META,25.09.30,2025,FY4Q,22.6,77.1,75.27,42.74,2.08,31.52,9.51,9.74,17.15,30.9,20.3,32.5,56.6,197.8,-
META,25.06.30,2025,FY3Q,27.58,77.47,71.01,40.63,2.05,25.95,9.51,10.38,18.14,39.3,25.8,33.6,51.1,197.3,-
META,25.03.31,2025,FY2Q,25.6,73.22,67.42,38.03,2.03,21.92,7.89,8.57,15.19,38.7,25.6,34.4,51.4,266.2,-
META,24.12.31,2025,FY1Q,23.86,72.08,64.92,36.04,2.0,23.7,8.09,8.99,16.18,38.2,25.3,35.2,51.1,297.8,-
META,24.09.30,2024,FY4Q,21.21,65.06,61.77,32.72,1.5,26.08,8.8,9.27,17.5,35.6,23.7,34.2,55.8,273.2,-
META,24.06.30,2024,FY3Q,19.57,61.86,59.11,30.95,1.0,24.87,8.16,8.54,16.31,34.2,22.9,34.2,46.9,283.0,-
META,24.03.31,2024,FY2Q,17.39,58.75,56.08,30.0,0.5,27.06,8.28,8.67,16.21,31.6,20.9,32.0,49.0,268.1,-
META,23.12.31,2024,FY1Q,14.87,59.51,52.41,27.63,0.0,23.27,5.94,6.74,12.79,28.2,18.7,29.1,49.9,267.1,-
META,23.09.30,2023,FY4Q,11.34,55.46,49.28,25.71,0.0,25.98,5.41,6.09,11.67,22.6,15.0,23.4,51.4,256.7,-
META,23.06.30,2023,FY3Q,8.59,52.19,46.93,21.62,0.0,32.62,5.49,6.1,13.25,17.7,11.9,18.5,54.2,232.5,-
META,23.03.31,2023,FY2Q,8.07,48.24,45.36,19.48,0.0,25.62,4.4,4.68,10.9,17.1,11.9,18.8,47.8,206.8,-
META,22.12.31,2023,FY1Q,8.59,46.79,43.4,18.78,0.0,13.75,2.54,2.74,6.32,18.6,13.3,21.1,47.7,220.3,-
META,22.09.30,2022,FY4Q,10.48,46.27,44.04,20.16,0.0,12.65,2.94,3.09,6.74,23.2,17.0,27.2,44.2,257.0,-
META,22.06.30,2022,FY3Q,12.06,46.51,44.16,21.62,0.0,12.98,3.47,3.66,7.46,26.5,20.1,32.0,35.0,252.0,-
META,22.03.31,2022,FY2Q,13.21,45.22,43.91,21.84,0.0,16.21,4.91,5.06,10.17,28.7,22.3,35.3,33.3,281.1,-
META,21.12.31,2022,FY1Q,13.77,44.36,41.89,20.49,0.0,23.77,7.49,7.93,16.22,29.7,23.5,37.2,32.9,315.4,-
MSFT,25.09.30,2025,FY4Q,14.06,48.85,39.53,19.78,3.32,36.7,10.6,13.1,26.18,31.5,17.8,36.7,75.3,140.1,54.0
MSFT,25.06.30,2025,FY3Q,13.64,46.21,37.9,18.32,3.24,36.31,10.76,13.12,27.15,32.4,18.2,37.9,80.2,135.3,54.0
MSFT,25.03.31,2025,FY2Q,12.94,43.3,36.32,17.58,3.16,28.88,8.67,10.34,21.35,32.7,18.1,38.5,74.8,137.2,49.0
MSFT,24.12.31,2025,FY1Q,12.42,40.71,35.21,16.89,3.08,33.79,10.35,11.97,24.95,33.4,18.1,38.9,76.4,135.1,44.0
MSFT,24.09.30,2024,FY4Q,12.12,38.71,34.2,16.43,3.0,35.34,11.12,12.58,26.19,34.6,18.2,39.9,81.8,130.1,38.0
MSFT,24.06.30,2024,FY3Q,11.8,36.13,32.99,15.95,2.93,37.69,12.37,13.55,28.02,36.0,18.4,40.7,90.8,127.5,37.0
MSFT,24.03.31,2024,FY2Q,11.55,34.07,31.84,14.82,2.86,36.27,12.35,13.21,28.39,37.5,19.0,41.0,91.3,124.2,39.0
MSFT,23.12.31,2024,FY1Q,11.06,32.06,30.62,13.81,2.79,33.86,11.73,12.28,27.23,38.4,19.3,40.4,97.5,121.8,42.0
MSFT,23.09.30,2023,FY4Q,10.33,29.71,29.39,12.78,2.72,30.43,10.63,10.75,24.7,38.3,19.2,38.6,102.0,166.3,47.0
MSFT,23.06.30,2023,FY3Q,9.68,27.7,28.46,11.76,2.66,34.99,12.28,11.95,28.91,38.2,19.1,37.0,99.8,176.9,45.0
MSFT,23.03.31,2023,FY2Q,9.24,26.16,27.9,11.21,2.6,31.09,11.02,10.34,25.72,38.5,18.8,35.9,95.2,191.3,43.0
MSFT,22.12.31,2023,FY1Q,9.01,24.58,27.39,11.33,2.54,26.51,9.76,8.76,21.19,39.3,18.8,35.4,99.1,193.1,42.0
MSFT,22.09.30,2022,FY4Q,9.29,23.28,27.23,11.76,2.48,24.89,10.01,8.55,19.81,42.1,19.8,36.4,107.3,184.0,42.0
MSFT,22.06.30,2022,FY3Q,9.65,22.22,26.45,11.88,2.42,26.41,11.53,9.69,21.57,45.4,21.0,35.6,119.1,178.5,40.0
MSFT,22.03.31,2022,FY2Q,9.58,21.74,25.7,11.63,2.36,31.9,14.19,12.0,26.53,47.0,21.4,35.1,111.5,198.8,39.0
MSFT,21.12.31,2022,FY1Q,9.39,21.32,24.64,11.18,2.3,35.47,15.78,13.66,30.09,48.4,21.6,34.1,112.7,224.7,35.0
NVDA,25.07.27,2025,FY4Q,3.52,4.11,6.78,3.16,0.04,48.89,42.28,25.62,54.95,105.2,73.1,112.2,40.6,421.4,389.0
NVDA,25.04.27,2025,FY3Q,3.11,3.43,6.08,3.12,0.04,35.28,32.31,18.24,35.57,106.9,73.5,111.9,49.4,338.8,350.0
NVDA,25.01.26,2025,FY2Q,2.94,3.23,5.31,2.61,0.03,47.93,44.03,26.77,54.5,115.4,78.8,116.1,40.7,444.0,330.0
NVDA,24.10.27,2025,FY1Q,2.54,2.69,4.62,2.4,0.03,55.05,52.69,30.65,58.89,116.7,77.9,114.9,45.7,410.5,285.0
NVDA,24.07.28,2024,FY4Q,2.13,2.37,3.92,1.98,0.02,52.47,47.82,28.88,57.15,115.5,75.1,109.4,46.5,426.9,237.0
NVDA,24.04.28,2024,FY3Q,1.71,2.0,3.24,1.65,0.02,51.49,44.63,27.5,54.13,111.4,69.1,100.3,56.8,352.9,187.0
NVDA,24.01.28,2024,FY2Q,1.19,1.74,2.47,1.14,0.02,50.65,35.08,24.74,53.67,92.8,55.7,78.3,52.9,417.1,128.0
NVDA,23.10.29,2024,FY1Q,0.76,1.35,1.82,0.76,0.02,52.96,30.07,22.29,53.1,70.4,39.9,53.8,62.8,358.8,80.0
NVDA,23.07.30,2023,FY4Q,0.41,1.11,1.32,0.48,0.02,111.84,41.99,35.33,97.04,43.3,23.5,30.3,80.2,278.7,42.0
NVDA,23.04.30,2023,FY3Q,0.19,0.99,1.05,0.28,0.02,143.0,27.95,26.49,100.48,20.9,11.3,13.0,81.3,342.7,17.0
NVDA,23.01.29,2023,FY2Q,0.17,0.89,1.09,0.23,0.02,114.69,22.67,18.57,88.81,18.7,10.3,11.7,86.3,351.6,16.0
NVDA,22.10.30,2023,FY1Q,0.24,0.86,1.15,0.26,0.02,57.83,16.14,12.06,53.61,24.3,13.7,15.2,89.6,338.8,23.0
NVDA,22.07.31,2022,FY4Q,0.31,0.96,1.19,0.3,0.02,58.66,19.04,15.27,60.12,30.8,17.8,19.8,82.3,362.0,31.0
NVDA,22.05.01,2022,FY3Q,0.37,1.05,1.18,0.36,0.02,49.22,17.69,15.76,51.93,38.7,22.4,25.0,71.8,531.7,40.0
NVDA,22.01.30,2022,FY2Q,0.39,1.07,1.08,0.36,0.02,58.6,21.47,21.23,62.74,43.2,25.3,28.1,66.0,665.0,43.0
NVDA,21.10.31,2022,FY1Q,0.33,0.95,0.97,0.33,0.02,77.76,26.82,26.29,78.38,40.7,23.6,27.7,70.7,714.5,38.0
TSLA,25.09.30,2025,FY4Q,1.5,24.78,29.64,4.88,0.0,272.14,17.94,15.0,91.09,6.9,4.1,8.1,66.3,206.6,13.0
TSLA,25.06.30,2025,FY3Q,1.73,23.99,28.77,4.89,0.0,168.53,13.23,11.04,64.9,8.2,4.9,9.4,65.3,203.7,15.0
TSLA,25.03.31,2025,FY2Q,1.8,23.2,29.75,5.23,0.0,132.34,11.17,8.71,49.51,8.9,5.3,10.1,66.6,199.6,17.0
TSLA,24.12.31,2025,FY1Q,2.04,22.81,30.56,4.67,0.0,182.82,17.78,13.27,86.87,10.4,6.1,11.8,66.4,202.5,20.0
TSLA,24.09.30,2024,FY4Q,3.7,21.87,30.38,4.53,0.0,64.84,11.95,8.6,57.73,19.6,11.5,12.1,70.3,184.4,24.0
TSLA,24.06.30,2024,FY3Q,3.61,20.83,29.87,3.61,0.0,50.2,9.49,6.62,54.72,20.4,11.9,11.9,68.6,191.1,25.0
TSLA,24.03.31,2024,FY2Q,3.99,20.21,29.74,3.45,0.0,40.35,8.7,5.91,50.97,24.0,13.9,15.2,68.4,171.6,36.0
TSLA,23.12.31,2024,FY1Q,4.3,19.73,30.49,4.18,0.0,52.67,12.61,8.16,59.59,27.9,15.9,18.7,68.7,172.6,57.0
TSLA,23.09.30,2023,FY4Q,3.11,16.83,30.2,3.83,0.0,73.84,14.85,8.28,65.29,21.8,12.2,24.7,73.8,169.0,84.0
TSLA,23.06.30,2023,FY3Q,3.53,16.12,29.65,4.4,0.0,68.04,16.23,8.82,59.45,26.5,14.6,31.6,75.1,159.0,88.0
TSLA,23.03.31,2023,FY2Q,3.4,15.18,27.18,4.18,0.0,55.86,13.66,7.63,49.57,27.8,15.1,33.8,78.2,156.7,80.0
TSLA,22.12.31,2023,FY1Q,3.62,14.28,26.03,4.7,0.0,30.98,8.7,4.78,26.42,32.4,17.2,39.9,81.5,153.2,71.0
TSLA,22.09.30,2022,FY4Q,3.23,12.67,23.8,5.1,0.0,74.28,20.86,11.1,51.85,31.9,16.5,39.1,83.6,146.2,54.0
TSLA,22.06.30,2022,FY3Q,2.76,11.69,21.59,4.53,0.0,73.32,19.18,10.39,49.56,29.8,15.0,34.4,84.8,143.1,35.0
TSLA,22.03.31,2022,FY2Q,2.45,10.99,20.04,4.46,0.0,132.6,32.67,17.91,80.41,28.9,13.9,30.9,89.9,135.4,29.0
TSLA,21.12.31,2022,FY1Q,1.63,10.2,18.19,3.89,0.0,192.3,35.16,19.72,92.31,21.0,9.7,21.0,101.2,137.5,18.0
